,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
7Networks_LH_Vis_1,0.3937043045934831,0.6755577297072574,-0.8587603819612195,-0.556025447174848,-0.43533965501281185,-0.24040491635704478,-0.44760821470053586,-0.4524901513816768,2.1664708682764497,-0.9161134279224473,-0.3617482568349436,0.503499133487689,-1.0523563054879217,-0.469074304254297,0.076422598185068,0.8347299095593608,1.0789743070822717,0.486159039774861,1.374430790629458,0.106032361683978,-0.1905679477939687,-1.1330826067921318,-0.4774794430745701,-0.551859773424806,-0.0028569448905229394,0.07028806657727665,-0.6076194789301184,-0.22799646075057628,-0.198895516528218,0.22790981041541322,-0.6334376608294462,2.9696544381559487,2.277649712295746,-0.3704966892085836,1.1307376127043984,0.7755106010326922,2.3360449079001544,0.46084938871017045,0.5035576800702932,0.3096215210325766,0.17197249399880238,-1.0203061621883303,0.4921795211223585,-0.470430520022296,-0.815940692935852,0.8118368904608739,-0.5189632738329812,0.06945082782701516,0.04962167120130529,-1.4486764527726734,-0.12490897364309146,0.3263348404448576,-1.0972527396967195,-1.007052810776308,-0.5826769836842673,0.7365555380212575,0.47136342568407663,1.5987811248898727,0.7008467647023189,0.5038811987131605,-0.2488600567330716,-0.13382988838912568,-0.06767098578602825,-0.007918733222629351,1.0481922202846978,1.8023004464920551,2.1781326286786364,1.043534077136628,1.1961285481280617,-0.7131989121046088,-0.1989818089117362,-0.33668773024133714,-0.6838456043308621,-1.3413874523631721,0.7666054859371528,1.1913768914874359,2.7740226728598647,2.42347354580154,-1.214086230273867,1.0861809506505467,-0.5876573616138593,1.7306840539469457,-1.123054803231317,2.7146226623352367,-0.32659263283000073,1.2535447184102997,4.175217362792279,0.2531003927669133,-0.15835971589889233,-0.8835971275698288,-0.9074191410807737,0.4142029311166997,2.9951368579412385,-0.03843355343646572,-0.1567823796924318,-1.6715579570870445,-0.11961092019744948,-0.38632491406851116,0.26642607289250353,-0.4798003910950349,2.4050799732298755,-0.06952917223960722,0.3892972249069063,-0.3734845649394136,0.05308717165998235,-0.38308106443106604,-0.4142597289610061,-0.3776395762787836,-0.34598456292835594,-0.1029344372492948,-0.3176795357077142,-0.16562879976330822,0.34300608003039634,0.4405024561688127,-0.07742426252403113,-0.6005317391528106,-0.24317233125785112,0.9495922626770631,-0.4932871973715763,-0.3866283536136211,1.2959725324498093,1.449219850644195,-0.7845431439211583
7Networks_LH_Vis_2,-0.932648413154498,-0.37185553943703165,-0.19035215385173307,-0.6353371492025026,-0.43942511274679186,0.4478271899574632,0.0562861207497329,-0.6384966490432405,3.7424483186330444,-0.37495356474028085,-0.10727433994805297,-0.21845043385373117,-0.7184636461649714,-0.35675046303375985,-0.32445670929875203,0.06512247439426731,0.3898022026913588,1.4451730790576607,1.9074195260691469,-1.0488174722996684,-0.29431202658172995,-1.06716701017305,-1.3281198080237602,-0.6746899025436252,0.22419579062512224,-0.31759252654679493,-0.17686616531870775,-0.3284754551143614,0.30285566956829857,0.15132625199829236,0.028293724586401968,4.732899422094076,4.919066099322159,-0.4486342141004862,0.2239835992237874,0.8018987424764991,-0.07904314190341391,-0.13801579688757248,1.3958784992686741,-0.3217908406879544,0.21871986598071425,-0.76077514879109,-0.6194430518572354,0.17130585615063496,-0.4903093089779359,0.8796729483743357,-0.4579792637537501,-0.22363383327061265,0.19826301976962374,-1.2115729493782814,0.44156061187558704,0.22720707089679362,-1.1861220738871765,-0.5732333057183456,-0.41096798084907443,0.7727054703582418,1.37982402366801,0.7800961004083042,0.8184533791319604,0.9681002155126124,-0.8362509751775142,-0.41047760715533055,0.31318475039902127,0.3576447322022321,0.8224403746673538,1.2214911072239278,5.367949195627124,2.7087848646275634,1.5964539459286595,-0.6383444880856999,-0.12074760953721406,-0.15571094630551074,-1.138087201228482,-1.9382862072805116,-0.2658108130338855,0.7429324539863099,3.6073952229911304,0.37572777277078356,-0.7161849061342577,-0.07743370017006757,-0.6505794791281532,-0.0865591421823657,-0.5810377860996981,0.6857183433806036,-0.5098408966352262,2.42591579524496,3.0381106957890203,0.1375094294956134,-0.04495399923044084,-0.906687698670146,-0.8142852192752107,0.9889326055002318,4.980302535023035,-0.33070203281430266,-0.31637388170564334,-0.8888110819353188,-0.10454788386724125,0.15935841115907592,0.7563480566348454,-0.5128474920140875,4.30012920690045,-0.22715082991505575,-0.26028522391351205,0.920284433883817,0.46531494802955026,-1.0657191396625016,-0.8786339336348549,-0.8890561088628114,0.24060114203601904,-0.04868926806966865,-0.03667861454926724,0.4183004421488211,0.9859599780774277,0.6270120604230256,-0.5359939413649135,-0.059624221222217166,-0.33254877168494673,0.6336328367754861,-0.5732183334536903,-0.25367651882075404,0.07519851291615669,-0.09495237628331753,-0.741286659507448
7Networks_LH_Vis_3,0.6115715620822179,1.137911778672598,-0.9919569661862292,-0.15537745452693694,-1.2745372013933614,0.08766877914917631,-0.14334823414427178,0.4446639939977076,-0.3298219401720152,-0.988634082646761,-0.43890269677644617,1.5092592825233184,-0.2241591924324446,0.09768516379117927,1.3909636855452725,-0.03886142100063203,0.5447003566465348,-0.13035428821218675,0.03223722118957253,0.2960974321891744,0.355343383592496,-0.9678776949299094,0.4317848447978295,1.1834885535839126,-0.20144821749592964,0.3304032165641874,0.19557797144168965,-0.7489796772976045,-0.8875100829381342,-0.9643375243550274,-0.20412040814150845,2.7311100214596093,0.24215221233333498,0.3792096629550098,2.111111731885382,-0.47686529086051505,2.995647047970757,0.8530039392669335,1.1828534544077227,0.21395214673090546,0.7333136594296361,-0.6500602989689764,0.8009475381340366,-0.105067378137432,-0.9374735894933319,1.094777468285791,-1.0894598169631566,-0.06038273711710173,-0.8812104279620341,-0.7550480554510276,-0.5990310891665641,0.18996027204070362,-0.8549678570673822,-0.9956037079154711,1.2764037049536643,1.506219543152194,-0.43859441272264826,1.3063144283715573,-0.859990780708023,0.9530301200025477,-1.147415824764799,-0.09309236863621458,-1.0749131689908173,0.4890173894535424,1.4871364820048245,1.3552025968495311,1.4761894741371038,-0.18351989935250085,1.0835179296693636,-1.0110764109073995,-0.5615788132865328,-0.9714839312850518,-0.16921352403726178,-0.9495985823069639,0.8088181183657925,2.1695247620268967,1.3149822349019342,1.8702547707251678,-0.7371601180882156,3.310996545603588,-0.3273268151572193,1.2188815172977412,-0.9992457899886469,5.486330949720878,-1.1251667413084272,-0.509611962961613,2.9895805231331,0.5408722701420333,0.5180374461455,-0.131148963104634,0.1818629183482567,0.32301934878112376,1.666144669753831,0.3201924544102476,-0.3049974389220009,-1.9012364694730963,0.21442273972608517,0.11475443319812988,0.7908174913006873,0.2559326413124581,0.5490181028823485,-0.3684376711360045,0.5513800713727225,-1.1352712873417936,0.20828408919722843,0.6629346780022582,-0.47951366139250395,-0.07953858009983146,-0.22079549466351445,-0.12601090631878012,-1.1089972056534687,0.04566860386337471,0.8824974067864187,0.10456217874337052,-0.5434960016446775,0.08887822841433411,-0.80658727976448,0.11493448613436491,-0.6534127258669412,0.6518586118678384,0.8467891312865584,2.030871202427609,0.9953011286042069
7Networks_LH_Vis_4,0.3618185380580534,0.6649145622306621,-0.5379451503177691,-0.2883028808427922,-0.3184746000481717,-0.10373916185172324,-0.05822878451150585,0.6331211572811289,0.13080991879322157,-0.5643804600652051,-0.6298618025818602,0.12234801926737991,-0.2976211389661271,-0.5815451864797709,-0.018748899341235088,-0.034562125312982375,1.3133745624855075,0.1332834553461016,0.16159488775916592,0.42001511140010866,0.22910290397445326,0.15022928982430608,-0.2765855256323263,0.3891736274040815,0.5007412104430483,0.028172948988956125,-0.2787416161784697,-0.3797002369189482,-0.4816064122180469,0.16748192153033437,0.3057693290346833,2.2210270166388026,0.9076702979751583,-0.061493244833441485,-0.06315759279548748,0.426107912701764,0.716975252955602,-0.26896377142916866,1.4782659865612298,-0.5459002493210462,0.8256878638712952,-0.18189637444670154,-0.46449108587011084,0.22424034589594738,-0.2681276241079711,1.5577630401036557,-0.18730588002203893,-0.1300318954518634,0.4793041184178401,-0.2133598814567966,0.2561038361482242,-1.0465118577435746,-0.8851878111498751,-0.4980852634487655,0.32014958926994647,0.5514039543653043,0.12321019974767708,-0.747605062099273,-0.4762513409609545,0.5665455948336201,-0.7580127867930528,-0.27328983604311025,-0.6034147315280094,0.27265692683586895,0.25902334529777404,-0.09278007976631301,1.2102445189347752,-0.9506217482486019,0.8609518940000902,-0.2988808457429018,0.25958691088907976,-0.40213565414018093,-0.04474780821517777,-0.4340443797321122,0.9576372061930616,1.3205924378127056,3.7104781379460063,0.4069895749502253,0.02694704741874326,0.8691165970950168,0.3756827095802369,0.6597169687981369,-0.3141735841249029,0.6364274708816923,-0.3818797427512659,1.3297368639477756,1.444004095856861,0.3267408292683689,0.6677164691470352,-0.5357274295771683,-0.22478059774459577,0.9790668921076796,0.9238810857589943,0.33886452158975566,1.249534625772225,-1.2396826834017767,-0.14399143293526873,0.44407700731606786,0.3741760087722335,0.42525987619006567,0.057169714234635516,-0.319517335241757,0.47134981035830703,0.46892262879445296,0.5890090474749711,0.42293551335368157,-0.7064765006611441,-0.21629001008209123,0.36714199472229153,-0.3307595737395137,-0.9000833069755125,0.49624441375561434,0.38786837328098805,-0.016808016332448175,-0.1902165507366398,-0.33532027226013794,-0.5737239996554172,0.6393466559442882,-0.4570819053458277,0.7227747190310269,1.288289247686525,-0.19865644769237942,0.06801775827522723
7Networks_LH_Vis_5,0.591999309259769,-0.4995426670695882,-0.41452025981366736,-0.12569247329570954,-0.6609394217348571,-0.06979207379940278,-0.4213864826752101,1.1951988568470933,0.5237508572706998,0.0029454135064934535,-0.1544036075125226,0.06710650664705234,-0.553614608996081,-0.01846165218548143,1.4267326644485139,-0.2519992061135972,-0.6005249672379717,-0.6755323683872598,1.0442156872944055,0.6487192408222011,0.657052394600119,0.12321740665256803,0.8165287890637678,0.6227898648721033,-0.11822585964701932,0.391640642030016,0.13454722457452983,-0.3189879355817661,-0.40281304269976886,-0.8759593770563745,0.4223016916937223,1.571587688709288,0.243564037435855,0.08690488878110364,0.5755344512262984,-0.13238548313308712,0.6206676761492305,1.3224335300168002,0.7218402879321546,-0.3334328431412815,1.2004244771738746,-0.3896268458920882,1.257771832955175,0.8364965438476674,-0.2990005821644791,0.9005482004397798,-0.6638932597107325,0.111819142713327,-0.162448011033375,0.19638903820252013,0.24702623974189006,0.34351140940782565,-0.16692317087610448,0.8401805180204249,0.46074560460763136,0.6170720815566683,-0.031076480343118783,-0.5305166900315128,-0.7930765103794298,0.4328780429152821,-0.7252575706882585,0.32424506005381737,-0.5011998864664078,-0.07920825913616948,0.6760252081806029,0.7109482984870656,0.6821475063624114,-0.23251345533786175,0.6814644952593311,-0.1394198186978227,-0.4767650261455311,-0.767596668261455,-0.4159050653899902,-0.3516716783017066,1.320906852483741,0.8378616220737999,2.0492270040704894,0.15919840395123275,-0.6736725464922012,1.5198583595580697,-0.46397209270356515,0.47232188276584497,-0.5865872177607083,0.9640164420518345,-0.07757763799085995,-0.07697671181903097,0.9534667889327478,0.4929923893580275,0.8760689859638222,-0.12921029028736147,-0.7203989721596351,0.22893349066003474,0.8971902735886477,0.239544983357897,0.734475438994836,-0.9344063358849967,0.35117705401343513,0.8183210648057491,0.6897406661198496,0.6198009035254513,-0.4657116472214126,-0.6203893609621713,1.0055534931284478,0.20718934519554816,-0.2856354660962572,1.5904421095350962,-0.6050630343301603,-0.28000240567655166,-0.21549569818705155,0.21284742530870895,-1.0452064974561037,0.20765042207224327,0.4896123063425182,-0.3410311676517157,-0.35238405157951463,0.4604817368739646,-0.5724348489970636,0.38677641069666824,-0.622037467939789,0.7224759479047916,0.9342747952091667,0.23281771091949388,0.05639052471265204
7Networks_LH_Vis_6,0.12844791197200064,1.5504096279309822,-1.0791742891597431,-0.6426118521365689,-0.8545367670115532,0.39405676090867575,-0.5739578276699346,0.36303154300687734,-0.16395176862746966,-0.36978605776757795,-0.14709640820600628,0.7732541810995072,-0.6456302276250835,0.28741267392026904,0.9237791852413895,-0.506633834828158,0.12863363348142756,-0.1287108581404849,0.21330390289817294,-0.4320633089884017,1.0555028476082648,0.4573692596324327,0.03946905880286888,0.2822957377607329,-0.2823276074388181,0.011646357148498578,0.22208997040798314,-0.26151231448556866,0.10233733008658807,-0.8310712172949067,-0.290970665092924,1.446857643989014,0.5075475012948371,-0.15189141705234516,0.6570386462045646,-0.3680825926141485,3.267654876390352,0.951040092458399,1.1243369413778164,0.9331740765743044,0.14976806053038302,-0.34515375493063283,1.610137451013257,0.07004629724745583,-0.5085570697929481,0.35580236439645546,-0.27713749598541476,-0.4514417186959272,0.5556516460548838,-0.9392337213065076,-0.5217348972351202,0.5154496443084069,-0.18944817487076163,-0.37031895798963643,0.45711154365996187,0.22086803662543672,-0.05456470162853394,1.6054688152963748,-0.4747503617423563,0.008962076024500526,-1.1009515319386989,-0.15678183647709992,-0.033168646170462335,0.23279073449483054,-0.1834557959429657,0.4856761350573707,0.22861182442055025,-0.2582692976766748,0.7468934612266601,0.23352428046178636,-0.7175462887659472,-0.4260887353852954,0.09198718799510308,-1.2109300437582076,0.12787461612435264,0.9934747971845804,0.7723396447053447,2.0809092194871823,-1.656949572336635,2.8161437515036876,-0.6135090037512395,0.8326287043371049,-0.7918548341046422,3.558993642852872,0.128004822689943,0.05100792295636755,2.483553205378491,-0.2104970443281822,-0.29037590393726026,-0.9108115787851979,-0.5855625836630948,0.09868740995292934,1.1038569686884696,0.19307080846737587,-0.35316194533112577,-1.0236318693031519,-0.11680367912087009,0.47467080228453534,0.12539699061401685,0.5470643170027303,-0.22048053681782845,-0.4184479818401074,0.5354551303774574,-0.17936014766079883,-0.44634469884696565,1.6306349720962918,-0.42453516964577587,0.3245141960619581,0.08661833285063966,-0.5893904946706819,-1.6422301649276547,-0.8626574568422845,0.1895575167546733,0.24788612675308622,-0.37185418332139786,-0.5414734401945427,-0.6352506608577706,-0.0775529417897344,-0.28930268925203195,0.44885763820333036,0.2155040536019691,0.3382165679779837,-0.1852042479162415
7Networks_LH_Vis_7,-0.42145047863271456,-0.41231983410947387,0.1405484007293709,0.10093327892801567,-0.406450354659723,1.3807185325099203,0.32443481410855224,-0.8743554518010519,2.7119090913471355,-0.24522133686443284,-0.572137762912365,0.019277816161156286,-0.9258065762812424,-0.6261077066808525,0.1565069046319384,-0.5625048304870293,1.0077379773189032,0.6720727148849588,0.5802957244719326,-0.8571251237675036,-1.301868502282425,-1.3644180114688453,-0.962320173224037,-0.22060509978381068,-0.08809052106240174,0.21365499030534565,0.10317246098607032,-0.983625531664216,0.13009585233751442,-0.9098255482144353,-0.7841586952804251,4.092094425615612,4.980320318972511,0.5064831304938009,-0.05393203672779383,1.1577215337453928,-0.4062715821467223,-0.6127520792641459,1.408216377971099,0.5021651432858367,0.025328731631626945,-0.11350902927845483,-0.5270136039417953,-0.3019056197996863,-0.11123469336143581,0.8885836379567609,-0.03508204901084093,-0.4094660780823577,0.24661230341425372,-0.7868135803476444,0.8064714758824262,-0.15647708995438706,-0.4770535081333279,-0.7168295797590907,0.06367191721313314,0.19730968233143548,0.9464197821460799,-0.8384193982831399,-0.19288936187385022,1.9318181690475247,-0.668772149086152,-0.14947034902753942,-0.3333742322044218,0.06767562798705702,-0.7810677245724931,-0.15200971833306723,4.49496384395222,3.2126528956512157,1.3776082944353871,-0.7667984500379186,-0.8504605966530432,-0.05742627727982813,-0.3909129658102739,-0.6009378580580611,-0.48691167754647463,-0.04541520283379071,5.64715004129899,0.46653029487232545,-0.11756853786476675,0.23492946765964345,-0.057618750249441256,0.8057314328783355,-0.6524164636606993,-1.0151881521698511,0.16312146683536863,2.283359840452346,1.3631666843797317,1.4287606378877744,0.20786851009742546,-1.0199285999760275,-0.2709296667013553,1.3255960483942644,3.4348356328120024,-0.24629324396772553,-0.17283049345003473,-0.6216257075658504,-0.28236240265652096,0.22848943398449037,0.13562447130161642,-0.018801083977437148,3.215142042145999,-0.5242947971204958,0.5266390967410792,0.21259003055286693,-0.1403051785253192,-0.4300754750461611,-0.5484212445278009,-0.8222014416068404,0.2779717576668023,-0.3208654675888859,-0.05936376427929169,-0.30390115507464305,-0.048735397057519024,1.0851403989422608,0.2238887011692804,0.03337067539448329,-0.7265611737517579,0.6409134498771637,-0.4551900296090894,-0.2156985373440853,0.2380986908286598,-0.6074771365998209,-0.6978579539915756
7Networks_LH_Vis_8,1.7302696466804142,0.8706158685921151,-1.076936917671952,-0.712657138995604,-1.1265685024328427,-0.014600228689850253,-1.0351475723537962,1.3625709058113111,-0.20432981708026546,-0.4704845394053697,-0.6941358791809688,-0.21247619397374748,-1.539096181820947,0.3376546062433194,1.1313172258552178,-0.45369382798150987,-0.40545997474176143,0.322186007429867,0.18165538474382717,-0.2715761897579357,-0.3693773143659072,-1.4556485075825176,0.4111971917580291,0.27040510306263427,0.7766579698716773,-0.04389722801816977,-0.4661315917498448,0.0442242613620863,-1.185951828883978,-0.539901976393472,0.8119611291561841,1.9121685065852012,0.006878285901779073,-0.2496624376748357,1.5380312050922862,-0.2596618703042342,2.47303707582517,0.34952647833269657,1.2035441735081749,-0.10771216771804538,1.6268762178167924,-0.0679363339723256,1.6289306698631707,0.666241998248996,-1.3023531700184219,0.8509237503023166,-1.3917953233035525,-0.7189567488763656,-0.7197883379071538,-0.9897731747851534,-0.5616815443326065,0.27050011268617186,-1.0037536152750188,-0.7754327282137045,1.0183207472878641,0.6767914781983075,0.8446734636795371,1.922511271218114,-1.0374320359618676,-0.34293911829303747,-0.9078888835664528,-0.3402139944163936,-0.8699166752997722,0.24843380610988394,1.709688465279536,0.9914363844747959,0.00925964630703635,-0.2897595851492603,1.0159438358673725,-0.47664908051616434,-1.5986480194721628,-0.9964179954049461,0.061120784645724215,-0.36443846923304546,1.698101267174399,3.6125989552988202,0.10437209821139773,3.3607218171701985,-0.9594479196159054,2.6953368230614574,-0.15404737732162585,0.7828169929564027,-1.4276759916207842,4.909690351534758,-0.30576133435872366,-0.553549360536276,2.73671239068305,-0.16391991819123666,-0.3299413959178502,-0.4350763876831794,0.03279652977861588,-0.22041879690008587,0.6492555638464858,0.010985866461160856,-0.5879882411243736,-2.5783794226488688,0.05202847532070015,0.008768070688059149,0.3229617328502551,1.4063493634896693,-0.30692674964272976,-0.17354663811051008,0.6476270685425833,-0.8759033284699024,-0.35554888721610034,0.98437760988182,-0.6709771744058334,-0.15468839569123274,-0.6096968584961637,-0.7908594811942676,-1.6506260052901713,-0.5509491111719691,1.1393998684038973,-0.047593344263137036,-0.5306205877670871,-0.5706180451619691,-0.6959719980767515,-0.499219395575985,0.0472632559844416,1.7155325207577994,2.844360344925678,0.7487930653965559,-0.14495345049763175
7Networks_LH_Vis_9,0.1286224204804843,-0.0844255268548066,-0.0898689444694032,-0.05657054057941123,-0.3070814863272142,0.24804184410950766,-0.8411192684074649,-0.05157716434549151,0.703617631167823,-0.2936305972374446,-0.01677109237553786,-0.08466832766432575,-0.5994263464757099,0.9101190439079383,1.1203698566090003,0.38701125367389966,0.10723705684437781,-0.21044756772342943,0.612687674822965,-0.28158237508423445,1.0711979946641277,0.3883531497782687,0.0017500778227874428,-0.4418289314145157,0.4897136954831535,0.5391718380801096,0.03979212228928357,-0.4955295274940732,0.2798377068167439,-0.17534741293363384,-0.08753391776575424,0.6807671396507501,0.9091477473385009,2.040179497847619,0.08353675922007148,-0.11651292412949063,-0.42980409697363176,-0.1354787141250986,1.2848503778602853,0.3909351142646251,0.6458792763112143,-0.5387791589056188,0.8875350581422825,-0.11422203236369637,-0.9051367424339055,0.3029308598160868,-0.9378656351987598,0.8853016738743005,0.1927236437478576,-0.4953912716279388,-0.08386258253971937,0.9069607299519806,-0.7956302356578233,-0.21867207686441653,-0.03700809995747738,1.167690136737121,0.30686555424697526,0.10418528563491392,-0.4167862504856803,0.17211078534064023,-0.8534228024352833,0.10031277367893776,-0.5554943000125796,0.299468392774231,-0.31413478008831036,0.027058023032544905,0.9925108095713359,0.32436768100488145,0.347366242029432,0.08762630980336913,-0.49134275483275525,-0.6578865764998931,0.09772669794090347,0.4800171338345991,-0.16695637556769014,0.6261009376518926,2.6593849716258444,0.5717346357924328,-0.8279929584251567,1.652529078839049,0.7725238180084232,0.5441285318793123,-0.509212565022969,1.7163513564393391,0.37235463569119764,-0.8390685415258291,0.5111902789373193,1.2067920706645716,0.6385793753738926,-1.3489813249743368,-0.5010534931816364,-0.2400644145243999,0.7672885991364106,0.10048292426603903,-0.6093854133665428,-0.9450331151026242,1.243751559706046,-0.3724269205186943,1.0021873175217775,-0.03955859111567005,0.03322503403823672,-0.2894970655281231,0.12441474369859118,-0.17312343786918566,0.4636564170449158,0.25738994814330957,-0.7147906508434476,-0.15998185191637357,-0.06146630221003997,-0.6710596513874085,-0.793053722664901,-0.6822499469312557,0.39626827042182894,-0.256831505834525,0.08139242529405286,-0.2458542044664735,-0.9293874600875773,0.07419894230730575,0.0074755819233796,0.5346902664158326,0.25496816564020247,0.8622134570176113,0.04438163463967938
7Networks_LH_Vis_10,-0.35647861042996176,-0.1350495747012972,-0.8797790162294516,0.1379295237633804,-0.32346075474970204,0.04251697059466383,0.2182500964182767,-0.1074761886504708,0.03915247163076225,-0.3464606136504462,-0.6147492103792008,0.1264193643689426,-0.9060046685585367,-0.4259933069091461,0.34655103464887116,0.0630074035657392,-0.5825366175391161,0.5850240382276805,0.12637116888424665,0.5715681562482716,-0.0043705779622261924,0.014752439060556222,-0.23925414635968265,0.03016751484337578,-0.1488710541338823,0.2581188548134416,-0.5491210914718608,-0.6560392467051341,-0.2025255761049185,0.23206205849122974,0.5780214744469416,0.801267776938099,1.5477445321289758,-0.08157237782525287,0.7183544964312647,0.11587537108853443,0.3398583806835494,0.14703530280116808,0.016411190646972912,-1.0279002903944179,1.3710698851941563,0.7688803979939958,0.5689775768767109,0.42543451533824056,-0.75212527621949,0.9701757781914837,0.44033294235877124,0.3785323555702238,0.8454739660851674,-0.6792308229574245,0.7285597777072251,0.2423992881130127,-0.6391322406150004,-0.07244554466465862,-0.21247788510902468,-0.3966251789406032,0.08375939397771279,0.12675719083850903,-0.27782449469712717,0.1475114069627008,-0.20962043269458056,-0.05305563716642022,-0.6130545110348758,0.1338050472624059,-0.09345577644224067,1.2102720073630369,0.8141744629044408,-0.09883064104365642,0.7320696271218262,0.1461737224173806,-0.2525001490390111,-0.3925678372177984,0.9160225288702264,0.48192405475866434,0.6827057071370779,0.28141124841938703,2.9854034933269586,-0.43158444479276054,-0.3935308104742956,0.023435878391052593,0.5290611614003546,-0.23752310238278573,-0.16742980483946993,0.4018740311700225,-0.6360344650637363,0.7941832759792883,0.5854732080341304,-0.21530242124113835,0.3336214389536281,0.09728209492030952,-0.4055540498976561,0.3915590327473805,0.7231303110750814,0.5363741285444615,-0.14843548971788914,-0.8638701036584747,-0.22508055758066553,-0.23485938710083368,0.2941900741361122,0.028276632948023014,1.6297598647967313,-0.2230814237159748,0.4786740499607028,0.36750922564998423,0.3242817721259593,0.36468179118033317,0.27518838733005374,1.3234884089555874,0.162056918522194,-0.5266936466225046,-0.3308031739745106,-0.19010991135584082,0.33867681859487075,0.126910946194166,-0.1522379450841632,-0.014091456381445929,-0.43503675966765976,0.29295780797379906,0.7277712271139657,0.4282021182844315,-0.20397877813099416,-0.1270662811253447,0.11020258132718365
